symbol,date,wave_id,score,entry_time_et,entry_price,target,stop,exit_time_et,exit_price,exit_reason,pnl_per_share,shares,pnl,risk_per_share,duration_minutes
KIDZ,2026-04-17,7,7,07:20:00,1.66,1.743,1.6552,07:24:00,1.6552,stop_hit,-0.0048,30120,-146.03,0.01,4.0
KIDZ,2026-04-17,39,8,13:52:00,1.73,1.8165,1.7207,13:56:00,1.7207,stop_hit,-0.0093,28901,-269.14,0.01,4.0
KIDZ,2026-04-17,41,7,14:00:00,1.74,1.827,1.7257,14:02:00,1.7257,stop_hit,-0.0143,28735,-411.63,0.0143,2.0
KIDZ,2026-04-17,51,7,14:57:00,1.739,1.826,1.696,15:09:00,1.72,time_stop,-0.019,23282,-442.36,0.043,12.0
MYSE,2026-04-17,45,8,18:17:00,3.65,3.8325,3.6309,18:28:00,3.65,time_stop,0.0,13698,0.0,0.0191,11.0
WSHP,2026-04-17,4,8,14:19:00,17.57,18.4485,17.4066,14:21:00,17.4066,stop_hit,-0.1634,2845,-464.95,0.1634,2.0
WSHP,2026-04-17,10,7,17:21:00,15.42,16.191,15.3815,17:32:00,15.65,time_stop,0.23,3242,745.66,0.0385,11.0
PRLD,2026-04-20,11,8,08:35:00,5.09,5.3445,5.0869,08:40:00,5.0869,stop_hit,-0.0031,9823,-30.93,0.01,5.0
AIFF,2026-04-21,22,8,11:17:00,2.1,2.205,2.0848,11:28:00,2.1199,time_stop,0.0199,23809,473.8,0.0152,11.0
AIFF,2026-04-21,24,7,11:38:00,2.1291,2.2356,2.1047,11:43:00,2.1047,stop_hit,-0.0244,23484,-572.42,0.0244,5.0
AIFF,2026-04-21,25,7,11:50:00,2.11,2.2155,2.1047,11:51:00,2.1047,stop_hit,-0.0053,23696,-125.0,0.01,1.0
AIFF,2026-04-21,28,7,12:01:00,2.115,2.2208,2.1047,12:02:00,2.1047,stop_hit,-0.0103,23640,-242.9,0.0103,1.0
AIFF,2026-04-21,30,7,12:10:00,2.08,2.184,2.0698,12:21:00,2.07,time_stop,-0.01,24038,-240.38,0.0102,11.0
AIFF,2026-04-21,31,8,12:23:00,2.08,2.184,2.0549,12:34:00,2.075,time_stop,-0.005,24038,-120.19,0.0252,11.0
BATL,2026-04-21,4,7,05:00:00,3.3507,3.5182,3.3416,05:11:00,3.38,time_stop,0.0293,14922,437.21,0.01,11.0
