symbol,date,wave_id,score,entry_time_et,entry_price,target,stop,exit_time_et,exit_price,exit_reason,pnl_per_share,shares,pnl,risk_per_share,duration_minutes,slot
KIDZ,2026-04-08,4,8,09:31:00,3.36,0.0,3.3017,09:33:00,3.4309,trailing_stop,0.0709,14880,1054.43,0.0583,2.0,0
USAX,2026-04-08,3,7,10:08:00,15.4,0.0,15.3316,10:23:00,15.3316,stop_hit,-0.0684,3246,-222.11,0.0684,15.0,0
FGNX,2026-04-08,3,7,10:39:00,4.91,0.0,4.8878,10:44:00,4.8878,stop_hit,-0.0222,10183,-226.57,0.0222,5.0,0
KIDZ,2026-04-08,14,7,10:47:00,3.44,0.0,3.4015,10:56:00,3.4607,trailing_stop,0.0207,14534,301.4,0.0385,9.0,0
KIDZ,2026-04-08,20,7,11:29:00,3.34,0.0,3.3117,11:31:00,3.3117,stop_hit,-0.0283,14970,-423.65,0.0283,2.0,0
KIDZ,2026-04-08,24,8,12:09:00,3.26,0.0,3.207,12:10:00,3.3135,trailing_stop,0.0535,15337,820.24,0.053,1.0,0
KIDZ,2026-04-08,31,10,13:32:00,3.16,0.0,3.1371,13:36:00,3.1786,trailing_stop,0.0186,15822,293.79,0.0229,4.0,0
FGNX,2026-04-08,4,8,16:00:00,5.42,0.0,4.8778,19:51:00,5.42,session_end,0.0,1844,0.0,0.5422,231.0,0
MIGI,2026-04-08,5,8,16:34:00,4.18,0.0,4.0597,16:42:00,4.0597,stop_hit,-0.1203,8314,-999.96,0.1203,8.0,1
BBGI,2026-04-08,27,7,17:18:00,5.55,0.0,5.5162,17:22:00,5.5162,stop_hit,-0.0338,9009,-304.73,0.0338,4.0,1
BBGI,2026-04-08,30,8,17:52:00,5.51,0.0,5.4863,17:53:00,5.6081,trailing_stop,0.0981,9074,890.39,0.0237,1.0,1
BBGI,2026-04-08,32,7,18:01:00,5.51,0.0,5.4962,18:02:00,5.5331,trailing_stop,0.0231,9074,209.72,0.0138,1.0,1
ELPW,2026-04-08,43,7,18:28:00,2.12,0.0,2.1147,18:31:00,2.1147,stop_hit,-0.0053,23584,-125.0,0.01,3.0,1
MIGI,2026-04-08,20,10,18:35:00,4.42,0.0,4.379,19:05:00,4.4795,trailing_stop,0.0595,11312,673.21,0.041,30.0,1
BBGI,2026-04-08,36,7,18:46:00,5.47,0.0,5.4065,19:30:00,5.5082,trailing_stop,0.0382,9140,349.38,0.0635,44.0,2
BATL,2026-04-09,3,7,07:40:00,3.95,0.0,3.8902,07:45:00,3.9205,session_end,-0.0295,12658,-373.41,0.0598,5.0,0
BB,2026-04-09,13,7,07:44:00,3.88,0.0,3.8603,07:49:00,3.8603,stop_hit,-0.0197,12886,-253.53,0.0197,5.0,1
ELAB,2026-04-09,27,7,08:59:00,6.25,0.0,5.9651,09:19:00,6.5062,trailing_stop,0.2562,7018,399.15,0.2849,20.0,0
KIDZ,2026-04-09,2,7,09:31:00,3.13,0.0,3.0623,09:35:00,3.0623,stop_hit,-0.0677,14776,-999.97,0.0677,4.0,0
KIDZ,2026-04-09,19,8,12:42:00,2.64,0.0,2.6234,12:49:00,2.6234,stop_hit,-0.0166,18939,-313.91,0.0166,7.0,0
KIDZ,2026-04-09,22,8,13:10:00,2.65,0.0,2.6234,13:28:00,2.6234,stop_hit,-0.0266,18867,-501.39,0.0266,18.0,0
CLIK,2026-04-09,33,8,16:05:00,3.28,0.0,3.192,16:06:00,3.192,stop_hit,-0.088,11363,-999.94,0.088,1.0,0
ELAB,2026-04-09,45,7,16:55:00,5.06,0.0,5.0174,17:17:00,5.0174,stop_hit,-0.0426,9881,-420.68,0.0426,22.0,0
ALOY,2026-04-09,19,7,17:01:00,9.9,0.0,9.8753,17:05:00,9.8753,stop_hit,-0.0247,5050,-124.99,0.0247,4.0,1
CLIK,2026-04-09,37,7,17:15:00,3.04,0.0,3.0324,17:16:00,3.0324,stop_hit,-0.0076,16447,-125.0,0.01,1.0,1
ALOY,2026-04-09,21,7,17:24:00,9.95,0.0,9.8951,17:25:00,10.0926,trailing_stop,0.1426,5025,716.31,0.0549,1.0,0
CLIK,2026-04-09,39,7,17:31:00,3.05,0.0,3.0324,17:32:00,3.0912,trailing_stop,0.0412,16393,675.39,0.0176,1.0,0
CLIK,2026-04-09,41,7,17:39:00,3.1,0.0,3.0623,17:41:00,3.0623,stop_hit,-0.0377,16129,-607.66,0.0377,2.0,0
CLIK,2026-04-09,46,8,18:47:00,3.02,0.0,2.9925,18:56:00,3.0362,trailing_stop,0.0162,16556,269.03,0.0275,9.0,0
ALOY,2026-04-09,29,9,19:35:00,10.25,0.0,10.2044,19:56:00,10.2044,stop_hit,-0.0456,4878,-222.31,0.0456,21.0,0
ELAB,2026-04-09,58,7,19:36:00,5.39,0.0,5.3765,19:37:00,5.3765,stop_hit,-0.0135,9276,-124.99,0.0135,1.0,1
BBGI,2026-04-09,11,7,19:45:00,8.85,0.0,8.8279,19:46:00,9.0789,trailing_stop,0.2289,5649,1293.27,0.0221,1.0,1
IQST,2026-04-10,34,9,10:23:00,2.1101,0.0,2.1047,10:24:00,2.1173,trailing_stop,0.0072,23695,170.9,0.01,1.0,0
IQST,2026-04-10,61,7,16:14:00,1.83,0.0,1.7956,16:35:00,1.7956,stop_hit,-0.0344,27322,-939.88,0.0344,21.0,0
SQFT,2026-04-10,10,7,16:55:00,3.82,0.0,3.7606,16:56:00,3.8703,trailing_stop,0.0503,13089,658.21,0.0594,1.0,0
SQFT,2026-04-10,13,7,17:18:00,3.82,0.0,3.7805,17:19:00,3.7805,stop_hit,-0.0395,13089,-516.69,0.0395,1.0,0
SQFT,2026-04-10,15,10,17:27:00,3.82,0.0,3.7905,17:29:00,3.8353,trailing_stop,0.0153,13089,199.61,0.0295,2.0,0
IQST,2026-04-10,73,7,18:12:00,1.75,0.0,1.7456,18:19:00,1.7778,trailing_stop,0.0278,28571,794.63,0.01,7.0,0
IQST,2026-04-10,80,9,19:14:00,1.8,0.0,1.7781,19:58:00,1.7798,session_end,-0.0202,27777,-561.1,0.0219,44.0,0
BATL,2026-04-13,7,10,05:30:00,4.1,0.0,4.0798,05:31:00,4.1999,trailing_stop,0.0999,12195,1218.13,0.0202,1.0,0
BATL,2026-04-13,10,8,05:56:00,4.15,0.0,4.1097,05:57:00,4.1898,trailing_stop,0.0398,12048,480.11,0.0403,1.0,0
BATL,2026-04-13,15,7,07:32:00,4.15,0.0,4.1296,07:33:00,4.1296,stop_hit,-0.0204,12048,-245.18,0.0204,1.0,0
JDZG,2026-04-13,5,7,07:55:00,2.18,0.0,2.1446,07:57:00,2.1446,stop_hit,-0.0354,22935,-811.33,0.0354,2.0,0
BATL,2026-04-13,18,8,08:01:00,4.11,0.0,4.0598,08:09:00,4.0598,stop_hit,-0.0502,12165,-610.38,0.0502,8.0,0
SKYQ,2026-04-13,6,8,08:29:00,16.75,0.0,16.6283,08:32:00,17.0292,trailing_stop,0.2792,2985,833.3,0.1217,3.0,0
BATL,2026-04-13,20,8,08:53:00,4.09,0.0,4.0449,08:57:00,4.0449,stop_hit,-0.0451,12224,-551.76,0.0451,4.0,0
KIDZ,2026-04-13,48,8,09:40:00,2.28,0.0,2.1945,09:58:00,2.1945,stop_hit,-0.0855,11695,-999.92,0.0855,18.0,0
KIDZ,2026-04-13,52,8,10:18:00,2.22,0.0,2.2045,10:48:00,2.2045,stop_hit,-0.0155,22522,-349.65,0.0155,30.0,0
KIDZ,2026-04-13,24,7,10:58:00,2.16,0.0,2.145,11:00:00,2.1775,trailing_stop,0.0175,23148,405.37,0.015,2.0,0
KIDZ,2026-04-13,25,8,11:01:00,2.1919,0.0,2.1448,11:09:00,2.1448,stop_hit,-0.0471,21242,-999.98,0.0471,8.0,0
KIDZ,2026-04-13,57,7,11:31:00,2.17,0.0,2.1347,11:38:00,2.1347,stop_hit,-0.0353,23041,-814.5,0.0353,7.0,0
KIDZ,2026-04-13,32,7,11:53:00,2.12,0.0,2.1147,11:56:00,2.1147,stop_hit,-0.0053,23584,-125.0,0.01,3.0,0
IMA,2026-04-13,13,7,12:14:00,5.97,0.0,5.9351,12:15:00,5.9926,trailing_stop,0.0226,8375,188.96,0.0349,1.0,0
KIDZ,2026-04-13,36,7,12:22:00,2.1108,0.0,2.1093,12:23:00,2.1192,trailing_stop,0.0084,23687,197.95,0.01,1.0,0
KIDZ,2026-04-13,61,8,12:37:00,2.106,0.0,2.0748,12:38:00,2.0748,stop_hit,-0.0312,23741,-740.72,0.0312,1.0,0
KIDZ,2026-04-13,63,8,12:40:00,2.12,0.0,2.0648,15:57:00,2.2024,trailing_stop,0.0824,23315,1350.44,0.0552,197.0,0
BATL,2026-04-13,76,9,12:51:00,3.66,0.0,3.6509,12:52:00,3.6509,stop_hit,-0.0091,13661,-125.0,0.01,1.0,1
KIDZ,2026-04-14,18,7,06:51:00,2.25,0.0,2.2443,06:56:00,2.2443,stop_hit,-0.0057,22222,-127.22,0.01,5.0,0
ROLR,2026-04-14,17,10,07:47:00,5.3993,0.0,5.3366,07:48:00,5.6187,trailing_stop,0.2194,9260,2031.3,0.0627,1.0,0
OKLL,2026-04-14,13,8,08:33:00,8.08,0.0,8.0798,08:38:00,8.0798,stop_hit,-0.0002,6188,-1.55,0.01,5.0,0
XNDU,2026-04-14,5,7,08:58:00,12.66,0.0,12.5685,09:13:00,12.5685,stop_hit,-0.0915,3949,-361.33,0.0915,15.0,0
KIDZ,2026-04-14,9,10,10:07:00,2.164,0.0,2.1147,12:00:00,2.1147,stop_hit,-0.0493,20283,-999.95,0.0493,113.0,0
IMDX,2026-04-14,7,8,10:59:00,3.695,0.0,3.6613,16:00:00,3.6613,stop_hit,-0.0337,13531,-455.67,0.0337,301.0,1
RMSG,2026-04-14,21,7,13:48:00,2.1801,0.0,2.1446,13:56:00,2.2123,trailing_stop,0.0322,22934,737.61,0.0355,8.0,0
KIDZ,2026-04-14,45,8,17:46:00,2.43,0.0,2.394,17:54:00,2.472,trailing_stop,0.042,20576,864.19,0.036,8.0,0
BMNU,2026-04-14,12,7,18:47:00,2.03,0.0,2.015,19:09:00,2.0425,trailing_stop,0.0125,24630,307.26,0.015,22.0,0
CRCG,2026-04-14,3,7,19:16:00,3.24,0.0,3.2219,19:26:00,3.2219,stop_hit,-0.0181,15432,-278.93,0.0181,10.0,0
QBTX,2026-04-15,19,7,06:34:00,11.89,0.0,11.8403,06:36:00,11.8403,stop_hit,-0.0497,4205,-208.88,0.0497,2.0,0
BIRD,2026-04-15,4,7,08:01:00,2.5938,0.0,2.5137,08:02:00,3.15,trailing_stop,0.5562,18844,9359.46,0.0801,1.0,0
VNCE,2026-04-15,17,7,09:14:00,3.0892,0.0,3.0626,09:23:00,3.1181,trailing_stop,0.0289,16185,467.94,0.0266,9.0,0
ASTI,2026-04-15,12,8,10:45:00,4.1915,0.0,4.1679,10:47:00,4.1679,stop_hit,-0.0236,11928,-282.05,0.0236,2.0,0
VNCE,2026-04-15,22,7,11:00:00,3.17,0.0,3.1621,11:04:00,3.206,trailing_stop,0.036,15772,568.38,0.01,4.0,0
VNCE,2026-04-15,29,7,12:05:00,3.1263,0.0,3.0923,12:18:00,3.163,trailing_stop,0.0367,15993,586.54,0.034,13.0,0
VNCE,2026-04-15,51,9,14:47:00,3.145,0.0,3.1322,14:48:00,3.1322,stop_hit,-0.0128,15898,-204.29,0.0128,1.0,0
QBTX,2026-04-15,55,8,15:31:00,14.66,0.0,14.4438,15:40:00,14.4438,stop_hit,-0.2162,3410,-737.24,0.2162,9.0,0
ASTI,2026-04-15,20,7,16:54:00,6.31,0.0,6.2344,17:28:00,6.3522,trailing_stop,0.0422,7923,334.25,0.0756,34.0,0
ASTI,2026-04-15,24,10,17:44:00,6.45,0.0,6.374,17:47:00,6.374,stop_hit,-0.076,7751,-588.88,0.076,3.0,0
QBTX,2026-04-15,152,7,18:50:00,16.74,0.0,16.6582,18:56:00,16.8091,trailing_stop,0.0691,2986,206.41,0.0817,6.0,0
ASTI,2026-04-15,59,8,19:09:00,6.5684,0.0,6.4139,19:24:00,6.4139,stop_hit,-0.1545,6473,-999.92,0.1545,15.0,0
CIIT,2026-04-15,15,10,19:43:00,1.54,0.0,1.5262,19:46:00,1.5631,trailing_stop,0.0231,32467,749.58,0.0138,3.0,0
ASTI,2026-04-15,64,10,19:48:00,6.45,0.0,6.3641,19:59:00,6.3641,stop_hit,-0.0859,7751,-666.2,0.0859,11.0,0
BTOG,2026-04-16,9,7,04:31:00,2.77,0.0,2.7431,06:08:00,2.8366,trailing_stop,0.0666,18050,1201.45,0.0269,97.0,0
KIDZ,2026-04-16,74,7,05:28:00,1.52,0.0,1.5162,05:29:00,1.5162,stop_hit,-0.0038,32894,-125.0,0.01,1.0,1
KIDZ,2026-04-16,15,9,06:35:00,1.4712,0.0,1.4663,06:39:00,1.4976,trailing_stop,0.0264,33985,895.93,0.01,4.0,0
KIDZ,2026-04-16,92,7,09:16:00,1.49,0.0,1.4763,09:22:00,1.5131,trailing_stop,0.0232,33557,776.84,0.0137,6.0,0
KIDZ,2026-04-16,31,7,09:31:00,1.525,0.0,1.4763,09:43:00,1.5609,trailing_stop,0.0359,32321,449.07,0.0487,12.0,0
BTOG,2026-04-16,7,8,15:39:00,2.5399,0.0,2.5137,16:45:00,2.5137,stop_hit,-0.0262,19685,-515.75,0.0262,66.0,0
WNW,2026-04-16,20,7,16:45:00,5.51,0.0,5.4863,16:46:00,5.5481,trailing_stop,0.0381,9074,345.95,0.0237,1.0,0
KIDZ,2026-04-16,426,8,17:48:00,1.69,0.0,1.6802,18:02:00,1.6802,stop_hit,-0.0098,29585,-290.26,0.01,14.0,0
JLHL,2026-04-16,8,7,18:15:00,6.43,0.0,6.4139,18:27:00,6.4139,stop_hit,-0.0161,7776,-125.0,0.0161,12.0,0
WNW,2026-04-16,43,7,18:36:00,5.26,0.0,5.2369,18:40:00,5.2784,trailing_stop,0.0184,9505,175.25,0.0231,4.0,0
WNW,2026-04-16,56,10,19:27:00,5.26,0.0,5.2469,19:29:00,5.3134,trailing_stop,0.0534,9505,507.8,0.0131,2.0,0
WNW,2026-04-16,52,7,19:35:00,5.3,0.0,5.2568,19:37:00,5.2568,stop_hit,-0.0432,9433,-407.27,0.0432,2.0,0
WNW,2026-04-16,59,7,19:53:00,5.2407,0.0,5.2369,19:54:00,5.2981,trailing_stop,0.0574,9540,547.48,0.01,1.0,0
WSHP,2026-04-16,8,7,19:58:00,16.33,0.0,16.2094,19:59:00,16.2094,stop_hit,-0.1206,3061,-369.23,0.1206,1.0,0
KIDZ,2026-04-17,7,7,07:20:00,1.66,0.0,1.6552,07:24:00,1.6552,stop_hit,-0.0048,30120,-146.03,0.01,4.0,0
KIDZ,2026-04-17,39,8,13:52:00,1.73,0.0,1.7207,13:56:00,1.7207,stop_hit,-0.0093,28901,-269.14,0.01,4.0,0
KIDZ,2026-04-17,41,7,14:00:00,1.74,0.0,1.7257,14:02:00,1.7257,stop_hit,-0.0143,28735,-411.63,0.0143,2.0,0
WSHP,2026-04-17,4,8,14:19:00,17.57,0.0,17.4066,14:21:00,17.4066,stop_hit,-0.1634,2845,-464.95,0.1634,2.0,0
KIDZ,2026-04-17,51,7,14:57:00,1.739,0.0,1.696,15:49:00,1.696,stop_hit,-0.043,23282,-999.98,0.043,52.0,0
WSHP,2026-04-17,10,7,17:21:00,15.42,0.0,15.3815,17:23:00,15.4807,trailing_stop,0.0607,3242,196.87,0.0385,2.0,0
MYSE,2026-04-17,45,8,18:17:00,3.65,0.0,3.6309,18:18:00,3.6705,trailing_stop,0.0205,13698,280.12,0.0191,1.0,0
PRLD,2026-04-20,11,8,08:35:00,5.09,0.0,5.0869,08:40:00,5.0869,stop_hit,-0.0031,9823,-30.93,0.01,5.0,0
BATL,2026-04-21,4,7,05:00:00,3.3507,0.0,3.3416,05:02:00,3.3555,trailing_stop,0.0048,14922,71.07,0.01,2.0,0
UNHG,2026-04-21,6,8,07:02:00,16.5,0.0,16.1196,09:30:00,16.9498,trailing_stop,0.4498,3020,1189.84,0.3804,148.0,0
BATL,2026-04-21,20,9,09:22:00,3.32,0.0,3.2716,09:23:00,3.2716,stop_hit,-0.0484,15060,-728.9,0.0484,1.0,1
KIDZ,2026-04-21,14,7,09:31:00,1.585,0.0,1.5461,09:44:00,1.5461,stop_hit,-0.0389,25723,-999.98,0.0389,13.0,0
UNHG,2026-04-21,28,7,11:14:00,16.535,0.0,16.4495,11:23:00,16.4495,stop_hit,-0.0855,3023,-258.55,0.0855,9.0,0
AIFF,2026-04-21,22,8,11:17:00,2.1,0.0,2.0848,11:18:00,2.1323,trailing_stop,0.0323,23809,768.73,0.0152,1.0,1
UNHG,2026-04-21,30,7,11:25:00,16.4786,0.0,16.4238,11:30:00,16.4238,stop_hit,-0.0548,3034,-166.15,0.0548,5.0,0
AIFF,2026-04-21,24,7,11:38:00,2.1291,0.0,2.1047,11:43:00,2.1047,stop_hit,-0.0244,23484,-572.42,0.0244,5.0,0
SPRC,2026-04-21,9,8,11:40:00,5.27,0.0,5.1688,11:43:00,5.3493,trailing_stop,0.0793,9487,752.53,0.1012,3.0,1
SPRC,2026-04-21,10,7,11:47:00,5.34,0.0,5.2369,11:53:00,5.2369,stop_hit,-0.1031,9363,-965.56,0.1031,6.0,0
AIFF,2026-04-21,25,7,11:50:00,2.11,0.0,2.1047,11:51:00,2.1047,stop_hit,-0.0053,23696,-125.0,0.01,1.0,1
AIFF,2026-04-21,28,7,12:01:00,2.115,0.0,2.1047,12:02:00,2.1047,stop_hit,-0.0103,23640,-242.9,0.0103,1.0,0
AIFF,2026-04-21,30,7,12:10:00,2.08,0.0,2.0698,12:21:00,2.0698,stop_hit,-0.0102,24038,-244.89,0.0102,11.0,0
AIFF,2026-04-21,31,8,12:23:00,2.08,0.0,2.0549,12:36:00,2.0974,trailing_stop,0.0174,24038,418.86,0.0252,13.0,0
UNHG,2026-04-21,34,7,12:42:00,16.77,0.0,16.7181,12:44:00,16.7181,stop_hit,-0.0519,2981,-154.71,0.0519,2.0,0
SPRC,2026-04-21,12,7,12:48:00,5.105,0.0,5.0673,12:50:00,5.0673,stop_hit,-0.0377,9794,-369.23,0.0377,2.0,0
CLIK,2026-04-21,4,8,12:58:00,3.54,0.0,3.4613,13:01:00,3.6507,trailing_stop,0.1107,14074,1380.28,0.0787,3.0,0
SPRC,2026-04-21,13,10,12:59:00,5.095,0.0,5.0274,13:17:00,5.131,trailing_stop,0.036,9813,353.27,0.0676,18.0,1
UNHG,2026-04-21,37,9,13:02:00,16.78,0.0,16.6832,13:32:00,16.6832,stop_hit,-0.0968,2979,-288.4,0.0968,30.0,0
KIDZ,2026-04-21,34,7,13:12:00,1.53,0.0,1.5068,14:05:00,1.5381,session_end,0.0081,32679,264.7,0.0232,53.0,2
UNHG,2026-04-21,40,7,13:35:00,16.77,0.0,16.6732,13:46:00,16.8266,trailing_stop,0.0566,2981,168.74,0.0968,11.0,0
SPPL,2026-04-21,30,9,14:46:00,2.15,0.0,2.1445,14:55:00,2.1445,stop_hit,-0.0055,23255,-127.32,0.01,9.0,0
VELO,2026-04-21,19,8,14:55:00,15.23,0.0,14.9743,15:21:00,15.3621,trailing_stop,0.1321,3282,433.67,0.2557,26.0,0
SPPL,2026-04-21,37,7,16:00:00,2.18,0.0,2.1646,16:22:00,2.1646,stop_hit,-0.0154,22935,-353.77,0.0154,22.0,0
XRTX,2026-04-21,22,7,16:19:00,2.64,0.0,2.6318,16:20:00,2.6459,trailing_stop,0.0059,18939,111.78,0.01,1.0,1
VELO,2026-04-21,28,7,16:37:00,15.372,0.0,15.2917,16:39:00,15.4198,trailing_stop,0.0478,3252,155.57,0.0803,2.0,0
SPRC,2026-04-21,29,7,17:09:00,5.6,0.0,5.586,17:11:00,5.632,trailing_stop,0.032,8928,285.7,0.014,2.0,0
SPRC,2026-04-21,32,9,17:51:00,5.56,0.0,5.5461,17:52:00,5.673,trailing_stop,0.1131,8992,1016.55,0.0139,1.0,0
SPRC,2026-04-21,33,10,18:05:00,5.67,0.0,5.586,18:34:00,5.586,stop_hit,-0.084,8818,-740.71,0.084,29.0,0
BATL,2026-04-21,53,7,18:15:00,4.05,0.0,4.0199,18:23:00,4.0199,stop_hit,-0.0301,12345,-371.28,0.0301,8.0,1
SPRC,2026-04-21,41,7,19:14:00,5.69,0.0,5.6658,19:15:00,5.6658,stop_hit,-0.0242,8787,-212.65,0.0242,1.0,0
BATL,2026-04-21,66,7,19:41:00,4.03,0.0,4.0201,19:42:00,4.055,trailing_stop,0.025,12406,309.68,0.01,1.0,0
XRTX,2026-04-21,36,8,19:51:00,2.74,0.0,2.7032,19:53:00,2.7032,stop_hit,-0.0368,18248,-671.07,0.0368,2.0,0
BMNU,2026-04-22,6,7,06:16:00,2.26,0.0,2.2444,07:00:00,2.2444,stop_hit,-0.0156,22123,-345.67,0.0156,44.0,0
BMNU,2026-04-22,10,8,07:53:00,2.29,0.0,2.2643,08:11:00,2.2643,stop_hit,-0.0257,21834,-560.59,0.0257,18.0,0
DCX,2026-04-22,6,7,09:02:00,2.0983,0.0,2.0848,09:05:00,2.1132,trailing_stop,0.0149,23828,355.93,0.0135,3.0,0
BMNU,2026-04-22,16,7,09:20:00,2.28,0.0,2.2643,09:25:00,2.2643,stop_hit,-0.0157,21929,-343.74,0.0157,5.0,0
DCX,2026-04-22,10,7,09:21:00,2.11,0.0,2.0948,09:22:00,2.0948,stop_hit,-0.0152,23696,-361.36,0.0152,1.0,1
ELPW,2026-04-22,5,7,09:44:00,2.7,0.0,2.5283,09:46:00,2.5283,stop_hit,-0.1717,5822,-999.85,0.1717,2.0,0
BMNU,2026-04-22,21,8,10:59:00,2.3,0.0,2.2743,11:08:00,2.3171,trailing_stop,0.0171,21739,372.82,0.0257,9.0,0
KBSX,2026-04-22,10,7,11:09:00,1.43,0.0,1.4264,11:10:00,1.4264,stop_hit,-0.0036,34965,-125.0,0.01,1.0,0
KBSX,2026-04-22,11,7,11:20:00,1.43,0.0,1.4264,11:23:00,1.4382,trailing_stop,0.0082,34965,287.15,0.01,3.0,0
DCX,2026-04-22,24,9,12:38:00,2.09,0.0,2.0749,12:39:00,2.1024,trailing_stop,0.0124,23923,297.84,0.0151,1.0,0
DCX,2026-04-22,44,8,16:29:00,2.04,0.0,2.0249,16:40:00,2.0625,trailing_stop,0.0225,24509,550.53,0.0151,11.0,0
MVO,2026-04-23,26,7,13:41:00,2.5199,0.0,2.5137,13:50:00,2.5397,trailing_stop,0.0198,19842,392.87,0.01,9.0,0
AKAN,2026-04-23,10,8,19:44:00,9.33,0.0,9.197,19:58:00,9.197,stop_hit,-0.133,5359,-713.01,0.133,14.0,0
ELPW,2026-04-24,6,7,04:49:00,2.57,0.0,2.5605,04:56:00,2.6152,trailing_stop,0.0452,19455,880.17,0.01,7.0,0
ELPW,2026-04-24,19,8,07:01:00,2.67,0.0,2.5935,07:02:00,2.7417,trailing_stop,0.0717,18522,783.85,0.0765,1.0,0
ARTL,2026-04-24,3,7,07:06:00,4.09,0.0,4.0399,08:56:00,4.0399,stop_hit,-0.0501,12224,-612.73,0.0501,110.0,0
ELPW,2026-04-24,20,7,07:10:00,2.73,0.0,2.6933,07:11:00,2.6933,stop_hit,-0.0367,18315,-673.08,0.0367,1.0,1
ARTL,2026-04-24,21,9,09:29:00,4.09,0.0,4.0299,09:30:00,4.2,trailing_stop,0.11,12224,1344.03,0.0601,1.0,0
ARTL,2026-04-24,29,7,10:23:00,4.1029,0.0,4.0799,10:24:00,4.1236,trailing_stop,0.0207,12186,252.1,0.023,1.0,0
ARTL,2026-04-24,39,7,12:55:00,4.0603,0.0,4.0199,13:04:00,4.0199,stop_hit,-0.0404,12314,-497.18,0.0404,9.0,0
ARTL,2026-04-24,40,8,13:13:00,4.0535,0.0,4.0017,15:48:00,4.0017,stop_hit,-0.0518,12335,-639.31,0.0518,155.0,0
MIGI,2026-04-24,38,8,13:57:00,7.1199,0.0,7.0197,14:51:00,7.0197,stop_hit,-0.1002,7022,-703.56,0.1002,54.0,1
MIGI,2026-04-24,48,7,15:25:00,7.11,0.0,7.1022,15:28:00,7.276,trailing_stop,0.166,7032,1167.31,0.01,3.0,1
ELPW,2026-04-24,26,7,16:18:00,3.5201,0.0,3.5112,16:19:00,3.5655,trailing_stop,0.0455,14204,645.57,0.01,1.0,0
ELPW,2026-04-27,7,7,06:16:00,4.175,0.0,4.1596,06:17:00,4.2023,trailing_stop,0.0273,11976,326.8,0.0154,1.0,0
ELPW,2026-04-27,13,7,07:47:00,4.17,0.0,4.1496,07:48:00,4.1898,trailing_stop,0.0198,11990,237.4,0.0204,1.0,0
ELPW,2026-04-27,17,7,09:07:00,4.07,0.0,4.0598,09:08:00,4.0849,trailing_stop,0.0149,12285,183.2,0.0102,1.0,0
CLIK,2026-04-27,35,8,12:36:00,3.145,0.0,3.1322,12:38:00,3.1656,trailing_stop,0.0206,15898,327.1,0.0128,2.0,0
ELPW,2026-04-27,38,8,14:34:00,4.1086,0.0,4.0399,14:35:00,4.0399,stop_hit,-0.0687,12169,-836.31,0.0687,1.0,0
ELPW,2026-04-27,39,7,14:44:00,4.04,0.0,4.0349,14:45:00,4.0349,stop_hit,-0.0051,12376,-63.27,0.01,1.0,0
AKAN,2026-04-28,6,9,04:54:00,11.52,0.0,11.4812,04:56:00,11.6806,trailing_stop,0.1606,4340,697.06,0.0388,2.0,0
AKAN,2026-04-28,8,10,05:11:00,11.55,0.0,11.5211,05:13:00,11.6729,trailing_stop,0.1229,4329,531.87,0.0289,2.0,0
AKAN,2026-04-28,9,10,05:20:00,11.52,0.0,11.4912,05:21:00,11.5356,trailing_stop,0.0156,4340,67.7,0.0288,1.0,0
AKAN,2026-04-28,12,7,05:39:00,11.35,0.0,11.3117,05:40:00,11.3808,trailing_stop,0.0308,4405,135.78,0.0383,1.0,0
AKAN,2026-04-28,13,7,05:44:00,11.327,0.0,11.2917,05:46:00,11.5969,trailing_stop,0.2699,4414,1191.56,0.0353,2.0,0
EDSA,2026-04-28,17,8,06:04:00,10.98,0.0,10.8329,06:21:00,10.8329,stop_hit,-0.1471,4553,-669.97,0.1471,17.0,0
AKAN,2026-04-28,18,7,06:31:00,11.42,0.0,11.3793,06:38:00,11.6796,trailing_stop,0.2596,4378,1136.71,0.0407,7.0,0
EDSA,2026-04-28,24,7,07:09:00,10.82,0.0,10.717,07:17:00,10.717,stop_hit,-0.103,4621,-475.78,0.103,8.0,0
BEZ,2026-04-28,22,7,07:42:00,4.56,0.0,4.5286,07:45:00,4.5286,stop_hit,-0.0313,10964,-343.72,0.0313,3.0,0
DAMD,2026-04-28,17,7,08:01:00,7.3305,0.0,7.2818,08:14:00,7.2818,stop_hit,-0.0487,6820,-332.47,0.0487,13.0,0
BEZ,2026-04-28,24,8,08:01:00,4.63,0.0,4.5536,08:50:00,4.5536,stop_hit,-0.0764,10799,-825.18,0.0764,49.0,1
IREZ,2026-04-28,19,8,08:17:00,14.58,0.0,14.5037,08:20:00,14.5037,stop_hit,-0.0763,3429,-261.8,0.0763,3.0,0
DAMD,2026-04-28,22,8,09:00:00,7.2695,0.0,7.2319,09:04:00,7.3012,trailing_stop,0.0317,6878,217.95,0.0376,4.0,0
DRCT,2026-04-28,16,7,09:23:00,2.9301,0.0,2.9127,09:25:00,2.9613,trailing_stop,0.0312,17064,532.4,0.0174,2.0,0
IREZ,2026-04-28,26,7,09:24:00,14.29,0.0,14.2443,09:25:00,14.3572,trailing_stop,0.0672,3498,234.89,0.0457,1.0,1
SPPL,2026-04-28,17,8,11:38:00,2.33,0.0,2.3143,12:31:00,2.3421,trailing_stop,0.0121,21459,260.72,0.0157,53.0,0
