symbol,date,fund_gap_pct,fund_float_shares,fund_price_at_sim_start,sm_new_high_count_30m,sm_new_high_cadence_avg_sec,sm_new_high_cadence_stdev_sec,sm_pullback_count_30m,sm_pullback_depth_avg_pct,sm_pullback_depth_max_pct,sm_pullback_recovery_avg_sec,sm_vol_spike_count_30m,sm_vol_total_30m,sm_vol_first_5m,sm_vol_last_5m_of_30,sm_vol_decay_ratio,sm_green_bar_ratio_30m,sm_max_consecutive_green,sm_max_consecutive_red,sm_price_range_30m_pct,sm_upper_wick_ratio_avg,sm_upper_wick_ratio_last_10m,sm_body_ratio_avg,sm_body_ratio_last_10m,sm_pct_bars_above_vwap_30m,sm_vwap_cross_count_30m,sm_max_vwap_distance_pct,sm_price_at_5m,sm_price_at_10m,sm_price_at_15m,sm_price_at_30m,sm_price_at_60m,sm_high_at_30m,sm_high_at_60m,sm_low_at_30m,sm_low_at_60m,trade_num,entry_price,entry_time,stop,r,score,score_detail,tags,exit_price,exit_time,exit_reason,pnl,r_multiple,qty,hold_time_sec,peak_price,peak_time,peak_unrealized_r,time_to_peak_sec,drawdown_from_peak_at_exit_pct,price_1m_after_exit,price_5m_after_exit,price_10m_after_exit,price_30m_after_exit,high_after_exit_30m,low_after_exit_30m,left_on_table_pct
RELY,2026-02-19,-1.276722090261282,173.482313,16.57,6,72.0,26.8,3,2.41,5.38,2980.0,5,96234,16886,1776,0.105,0.63,4,2,2.98,0.163,0.095,0.612,0.842,0.47,2,2.39,16.83,16.77,16.53,16.58,16.3151,16.92,16.92,16.43,16.4,1,17.08,10:04,16.9,0.18,11.3,macd=5.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",17.135,10:07,bearish_engulfing_exit_full,193.16,0.31,3512,180,17.19,10:07,0.61,180,0.32,17.175,17.47,17.5178,17.3803,17.71,17.0167,91.3
RELY,2026-02-19,-1.276722090261282,173.482313,16.57,6,72.0,26.8,3,2.41,5.38,2980.0,5,96234,16886,1776,0.105,0.63,4,2,2.98,0.163,0.095,0.612,0.842,0.47,2,2.39,16.83,16.77,16.53,16.58,16.3151,16.92,16.92,16.43,16.4,2,17.21,10:08,17.0438,0.1662,12.5,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",17.0167,10:09,stop_hit,-673.84,-1.16,3486,60,17.21,,0.0,0,1.12,17.285,17.5859,17.49,17.3063,17.71,17.0426,100.0
RELY,2026-02-19,-1.276722090261282,173.482313,16.57,6,72.0,26.8,3,2.41,5.38,2980.0,5,96234,16886,1776,0.105,0.63,4,2,2.98,0.163,0.095,0.612,0.842,0.47,2,2.39,16.83,16.77,16.53,16.58,16.3151,16.92,16.92,16.43,16.4,3,17.5548,10:20,17.3694,0.1854,8.5,macd=5.0*0.6;bull_struct=+3;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'r2g']",17.4988,10:21,bearish_engulfing_exit_full,-191.35,-0.3,3417,60,17.59,10:21,0.19,60,0.52,17.625,17.46,17.2762,17.412,17.71,17.13,100.0
RELY,2026-02-19,-1.276722090261282,173.482313,16.57,6,72.0,26.8,3,2.41,5.38,2980.0,5,96234,16886,1776,0.105,0.63,4,2,2.98,0.163,0.095,0.612,0.842,0.47,2,2.39,16.83,16.77,16.53,16.58,16.3151,16.92,16.92,16.43,16.4,4,17.68,10:24,17.4894,0.1906,7.6,macd=3.5*0.6;bull_struct=+3;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'r2g']",17.625,10:24,bearish_engulfing_exit_full,-186.61,-0.29,3393,0,17.68,,0.0,0,0.31,17.575,17.345,17.3488,17.4766,17.705,17.13,100.0
RELY,2026-02-19,-1.276722090261282,173.482313,16.57,6,72.0,26.8,3,2.41,5.38,2980.0,5,96234,16886,1776,0.105,0.63,4,2,2.98,0.163,0.095,0.612,0.842,0.47,2,2.39,16.83,16.77,16.53,16.58,16.3151,16.92,16.92,16.43,16.4,5,17.715,10:58,17.4976,0.2174,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",17.83,11:01,topping_wicky_exit_full,389.39,0.53,3386,180,17.8786,11:01,0.75,180,0.27,17.8049,17.6411,17.59,17.52,17.855,17.51,17.9
RELY,2026-02-19,-1.276722090261282,173.482313,16.57,6,72.0,26.8,3,2.41,5.38,2980.0,5,96234,16886,1776,0.105,0.63,4,2,2.98,0.163,0.095,0.612,0.842,0.47,2,2.39,16.83,16.77,16.53,16.58,16.3151,16.92,16.92,16.43,16.4,6,17.875,11:04,17.6928,0.1822,10.5,macd=5.0*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",17.69,11:04,stop_hit,-620.86,-1.02,3356,0,17.875,,0.0,0,1.03,17.7156,17.63,17.675,17.495,17.8021,17.44,0.0
ROLR,2026-01-06,-5.1762114537445,3.618155,2.54,1,0.0,0.0,0,0.0,0.0,0.0,7,42777,213,4254,19.972,0.67,8,2,18.5,0.215,0.166,0.49,0.344,0.8,10,9.82,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1,2.7386,09:32,2.5977,0.1409,5.5,macd=7.5*0.6;R>=0.08=+1,[],2.54,09:33,stop_hit,-1409.07,-1.41,7095,60,2.7386,,0.0,0,7.25,2.55,2.55,2.62,2.8269,2.8677,2.54,100.0
ROLR,2026-01-06,-5.1762114537445,3.618155,2.54,1,0.0,0.0,0,0.0,0.0,0.0,7,42777,213,4254,19.972,0.67,8,2,18.5,0.215,0.166,0.49,0.344,0.8,10,9.82,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2,2.823,09:57,2.68,0.143,10.5,macd=5.0*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",2.8211,10:01,topping_wicky_exit_full,-13.29,-0.01,6993,240,2.83,09:57,0.05,0,0.31,2.75,2.7751,2.71,2.669,2.86,2.59,100.0
ROLR,2026-01-14,-5.947136563876662,3.618155,3.54,3,540.0,169.7,1,2.75,2.75,660.0,6,2208175,3087,2171459,703.42,0.73,8,3,174.29,0.177,0.096,0.548,0.604,0.93,2,15.8,3.65,3.65,3.66,3.66,3.68,3.66,3.66,3.54,3.54,1,3.66,07:11,3.53,0.13,5.5,macd=7.5*0.6;R>=0.08=+1,[],3.5,08:00,stop_hit,-1230.72,-1.23,7692,2940,3.68,08:00,0.15,2940,4.89,3.68,3.7855,3.7291,13.6,13.88,3.6005,100.0
ROLR,2026-01-14,-5.947136563876662,3.618155,3.54,3,540.0,169.7,1,2.75,2.75,660.0,6,2208175,3087,2171459,703.42,0.73,8,3,174.29,0.177,0.096,0.548,0.604,0.93,2,15.8,3.65,3.65,3.66,3.66,3.68,3.66,3.66,3.54,3.54,2,3.81,08:06,3.65,0.16,8.5,macd=7.5*0.6;bull_struct=+3;R>=0.08=+1,['bull_struct'],3.81,08:07,bearish_engulfing_exit_full,0.0,0.0,6250,60,3.9,08:07,0.56,60,2.31,3.8,3.7297,3.87,17.48,21.0,3.7,100.0
ROLR,2026-01-14,-5.947136563876662,3.618155,3.54,3,540.0,169.7,1,2.75,2.75,660.0,6,2208175,3087,2171459,703.42,0.73,8,3,174.29,0.177,0.096,0.548,0.604,0.93,2,15.8,3.65,3.65,3.66,3.66,3.68,3.66,3.66,3.54,3.54,3,5.91,08:19,5.92,0.5647,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",7.71,08:19,bearish_engulfing_exit_full,3186.0,3.19,1770,0,9.6,08:19,6.53,0,19.69,8.2,8.35,12.9,15.19,21.0,6.4,88.1
ROLR,2026-01-14,-5.947136563876662,3.618155,3.54,3,540.0,169.7,1,2.75,2.75,660.0,6,2208175,3087,2171459,703.42,0.73,8,3,174.29,0.177,0.096,0.548,0.604,0.93,2,15.8,3.65,3.65,3.66,3.66,3.68,3.66,3.66,3.54,3.54,4,9.33,08:24,6.7528,2.5772,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",8.74,08:25,bearish_engulfing_exit_full,-228.92,-0.23,388,60,10.5,08:24,0.45,0,16.76,9.26,13.6,17.15,16.92,21.0,8.67,100.0
ROLR,2026-01-14,-5.947136563876662,3.618155,3.54,3,540.0,169.7,1,2.75,2.75,660.0,6,2208175,3087,2171459,703.42,0.73,8,3,174.29,0.177,0.096,0.548,0.604,0.93,2,15.8,3.65,3.65,3.66,3.66,3.68,3.66,3.66,3.54,3.54,5,17.8,08:36,15.95,1.85,11.0,macd=5.0*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",17.22,08:37,bearish_engulfing_exit_full,-313.2,-0.31,540,60,18.4,08:37,0.32,60,6.41,17.13,16.94,15.22,16.07,18.64,14.81,100.0
ROLR,2026-01-16,-5.1762114537445,3.618155,20.0,9,67.5,21.2,5,4.35,13.66,672.0,6,36243,9785,2729,0.279,0.57,6,5,9.82,0.127,0.08,0.675,0.731,0.97,2,6.94,20.99,21.54,20.64,20.5,21.7,21.69,21.69,19.75,19.75,1,21.02,07:06,20.45,0.57,12.5,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",20.41,07:28,stop_hit,-1069.94,-1.07,1754,1320,21.69,07:09,1.18,180,5.9,20.76,20.65,20.5,20.56,21.1,20.21,100.0
ROLR,2026-01-16,-5.1762114537445,3.618155,20.0,9,67.5,21.2,5,4.35,13.66,672.0,6,36243,9785,2729,0.279,0.57,6,5,9.82,0.127,0.08,0.675,0.731,0.97,2,6.94,20.99,21.54,20.64,20.5,21.7,21.69,21.69,19.75,19.75,2,22.33,08:16,22.01,0.32,10.1,macd=3.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",22.4,08:17,bearish_engulfing_exit_full,188.02,0.22,2686,60,22.5,08:17,0.53,60,0.44,22.472,23.1854,23.4042,24.4649,24.62,22.3,96.9
ROLR,2026-01-16,-5.1762114537445,3.618155,20.0,9,67.5,21.2,5,4.35,13.66,672.0,6,36243,9785,2729,0.279,0.57,6,5,9.82,0.127,0.08,0.675,0.731,0.97,2,6.94,20.99,21.54,20.64,20.5,21.7,21.69,21.69,19.75,19.75,3,24.31,08:26,23.27,1.04,12.5,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",23.95,08:26,bearish_engulfing_exit_full,-345.96,-0.35,961,0,24.49,08:26,0.17,0,2.2,23.4042,23.65,22.9,24.14,24.73,22.59,100.0
RVSN,2026-02-05,0.3567181926278164,1.772949,4.14,5,240.0,213.5,2,2.68,3.52,720.0,7,9923,580,1437,2.478,0.83,20,3,11.5,0.059,0.097,0.81,0.903,0.83,2,4.36,4.3,4.37,4.37,4.33,4.31,4.37,4.43,4.11,4.11,1,4.28,07:07,4.1,0.18,5.5,macd=7.5*0.6;R>=0.08=+1,[],4.0,08:00,stop_hit,-1555.4,-1.56,5555,3180,4.43,07:45,0.83,2280,9.71,4.3104,4.35,4.26,4.3091,6.08,4.26,100.0
SHPH,2026-01-09,-5.963302752293593,1.586883,1.99,2,60.0,0.0,2,6.2,9.48,2580.0,5,80491,57928,3121,0.054,0.73,12,2,10.47,0.178,0.213,0.678,0.679,0.8,12,7.92,1.93,1.94,1.99,1.9852,1.9664,2.11,2.11,1.91,1.91,1,2.66,09:35,2.418,0.242,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",2.41,09:36,stop_hit,-1032.75,-1.03,4131,60,2.73,09:35,0.29,0,11.72,2.26,2.2865,2.2388,1.92,2.47,1.89,0.0
SHPH,2026-01-16,-5.963302752293593,1.586883,1.48,1,0.0,0.0,1,2.7,2.7,3060.0,4,41858,4362,7071,1.621,0.9,14,2,20.14,0.158,0.0,0.772,1.0,0.9,4,7.09,1.44,1.44,1.44,1.44,1.48,1.48,1.54,1.44,1.44,1,1.55,07:56,1.45,0.1,4.3,macd=5.5*0.6;R>=0.08=+1,[],1.4,08:00,stop_hit,-1499.85,-1.5,9999,240,1.55,,0.0,0,9.68,1.5718,1.63,1.57,1.5832,1.67,1.57,100.0
SHPH,2026-01-16,-5.963302752293593,1.586883,1.48,1,0.0,0.0,1,2.7,2.7,3060.0,4,41858,4362,7071,1.621,0.9,14,2,20.14,0.158,0.0,0.772,1.0,0.9,4,7.09,1.44,1.44,1.44,1.44,1.48,1.48,1.54,1.44,1.44,2,1.86,10:46,1.77,0.09,11.5,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.05=+0.5,"['bull_struct', 'vol_surge', 'r2g']",1.76,10:47,stop_hit,-1111.1,-1.11,11111,60,1.86,,0.0,0,5.38,1.785,1.715,1.6785,1.6129,1.82,1.6129,0.0
SLE,2026-01-23,8.71944444444444,0.656246,6.31,0,0.0,0.0,0,0.0,0.0,0.0,6,3499119,78858,191904,2.434,0.53,5,5,82.25,0.32,0.244,0.354,0.347,0.27,5,18.95,7.5,7.5,7.5,7.5,7.5,,,,,1,10.5197,09:10,9.11,1.4097,5.5,macd=7.5*0.6;R>=0.08=+1,[],9.97,09:13,bearish_engulfing_exit_full,-389.74,-0.39,709,180,11.5,09:11,0.7,60,13.3,10.27,9.03,8.83,8.35,10.61,7.15,100.0
SNSE,2026-02-05,2.663798808735936,0.858194,8.64,0,0.0,0.0,0,0.0,0.0,0.0,11,7184,2651,1073,0.405,0.43,3,4,13.18,0.209,0.0,0.711,1.0,0.33,12,5.45,8.64,8.64,8.64,8.64,8.75,,8.64,,8.64,1,8.83,09:33,8.84,0.09,5.0,macd=7.5*0.6;R>=0.05=+0.5,[],8.75,09:33,trail_stop,-543.6,-0.89,6795,0,9.2,09:33,4.11,0,4.89,8.75,8.75,9.0,8.6,9.62,8.6,100.0
SNSE,2026-02-18,0.4963600264725418,0.858194,9.05,0,0.0,0.0,0,0.0,0.0,0.0,4,2897423,471003,247315,0.525,0.57,4,3,327.17,0.335,0.388,0.366,0.283,0.67,6,51.91,9.05,9.05,9.05,9.05,8.65,,9.05,,9.05,1,29.02,08:51,12.88,16.14,5.5,macd=7.5*0.6;R>=0.08=+1,[],28.0605,08:53,bearish_engulfing_exit_full,-58.53,-0.06,61,120,32.0,08:51,0.18,0,12.31,27.86,23.0,25.94,31.11,36.95,21.8,100.0
SNSE,2026-02-18,0.4963600264725418,0.858194,9.05,0,0.0,0.0,0,0.0,0.0,0.0,4,2897423,471003,247315,0.525,0.57,4,3,327.17,0.335,0.388,0.366,0.283,0.67,6,51.91,9.05,9.05,9.05,9.05,8.65,,9.05,,9.05,2,28.52,10:41,26.06,2.46,12.5,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",28.88,10:41,bearish_engulfing_exit_full,146.16,0.15,406,0,30.22,10:41,0.69,0,4.43,28.725,30.1748,27.3,26.96,30.9,26.07,84.9
STKH,2026-01-16,1.4184397163120581,659.966301,2.57,1,0.0,0.0,0,0.0,0.0,0.0,3,460392,385869,2918,0.008,0.57,8,4,88.24,0.281,0.325,0.46,0.4,0.03,1,30.29,1.88,1.8,1.85,1.9,3.11,3.2,3.2,1.7,1.7,1,3.22,07:15,2.56,0.66,5.5,macd=7.5*0.6;R>=0.08=+1,[],2.76,07:16,bearish_engulfing_exit_full,-696.9,-0.7,1515,60,3.22,,0.0,0,14.29,2.06,1.89,1.8,1.94,2.26,1.7,0.0
STRZ,2026-02-27,16.336116910229638,16.731046,10.0,1,0.0,0.0,1,2.0,2.0,2640.0,6,48515,70,13187,188.386,0.7,6,4,18.72,0.09,0.038,0.578,0.496,0.9,2,7.33,10.0,10.0,10.0,10.19,10.19,10.0,10.0,9.8,9.8,1,10.2,09:32,9.9133,0.2867,5.5,macd=7.5*0.6;R>=0.08=+1,[],10.55,09:39,bearish_engulfing_exit_full,1220.8,1.22,3488,420,11.02,09:33,2.86,60,4.26,11.01,11.01,11.19,10.77,11.29,10.55,67.9
STRZ,2026-02-27,16.336116910229638,16.731046,10.0,1,0.0,0.0,1,2.0,2.0,2640.0,6,48515,70,13187,188.386,0.7,6,4,18.72,0.09,0.038,0.578,0.496,0.9,2,7.33,10.0,10.0,10.0,10.19,10.19,10.0,10.0,9.8,9.8,2,10.8614,09:40,10.2301,0.6313,5.5,macd=7.5*0.6;R>=0.08=+1,[],10.84,09:42,bearish_engulfing_exit_full,-33.9,-0.03,1584,120,11.13,09:42,0.43,120,2.61,10.835,11.24,10.9687,10.815,11.29,10.55,100.0
STRZ,2026-02-27,16.336116910229638,16.731046,10.0,1,0.0,0.0,1,2.0,2.0,2640.0,6,48515,70,13187,188.386,0.7,6,4,18.72,0.09,0.038,0.578,0.496,0.9,2,7.33,10.0,10.0,10.0,10.19,10.19,10.0,10.0,9.8,9.8,3,11.0199,10:17,10.7751,0.2448,10.1,macd=3.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",10.7522,10:18,stop_hit,-1093.29,-1.09,4084,60,11.0199,,0.0,0,2.43,11.22,11.25,11.35,11.355,11.5531,10.9685,100.0
SXTP,2026-01-27,8.081081081081077,0.937139,4.71,1,0.0,0.0,1,8.47,8.47,9000.0,7,31652,3033,221,0.073,0.73,11,2,12.26,0.109,0.2,0.797,0.765,0.07,4,4.47,4.63,4.64,4.45,4.53,4.71,4.72,4.72,4.45,4.45,1,4.86,09:34,4.7292,0.1308,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",4.69,09:34,stop_hit,-1299.82,-1.3,7646,0,4.86,,0.0,0,3.5,4.84,4.65,4.4,4.5,4.84,4.32,0.0
SXTP,2026-01-27,8.081081081081077,0.937139,4.71,1,0.0,0.0,1,8.47,8.47,9000.0,7,31652,3033,221,0.073,0.73,11,2,12.26,0.109,0.2,0.797,0.765,0.07,4,4.47,4.63,4.64,4.45,4.53,4.71,4.72,4.72,4.45,4.45,2,4.86,10:21,4.68,0.18,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",4.72,10:24,topping_wicky_exit_full,-777.7,-0.78,5555,180,4.86,,0.0,0,2.88,4.789,5.0,4.92,4.99,5.0,4.72,100.0
TMDE,2026-02-27,9.847752537457712,3.564913,0.8997,6,288.0,269.7,3,7.23,11.11,820.0,8,332385,6373,49813,7.816,0.73,7,2,21.18,0.327,0.514,0.521,0.4,0.6,6,8.05,0.91,0.91,0.9099,0.9401,0.9575,0.99,1.1,0.85,0.85,1,1.01,08:25,0.9181,0.0919,10.0,macd=7.5*0.6;bull_struct=+3;r2g=+1.5;whole=+0.5;R>=0.05=+0.5,"['bull_struct', 'r2g', 'whole']",0.945,08:28,topping_wicky_exit_full,-707.27,-0.71,10881,180,1.01,,0.0,0,6.44,0.98,0.9899,0.91,0.96,1.1,0.88,100.0
TNMG,2026-01-16,-0.6230529595015583,1.150951,3.71,3,150.0,127.3,1,15.48,15.48,300.0,0,4984456,1522239,138154,0.091,0.3,2,6,71.66,0.221,0.232,0.453,0.546,0.2,3,30.74,4.01,3.4,3.12,2.63,2.48,4.24,4.24,2.47,2.47,1,3.96,07:01,3.44,0.52,4.0,macd=5.0*0.6;R>=0.08=+1,[],3.71,07:02,bearish_engulfing_exit_full,-480.75,-0.48,1923,60,4.24,07:01,0.54,0,12.5,3.74,3.8,3.31,2.7,4.22,2.47,100.0
TSSI,2026-02-27,14.559819413092562,21.750023,9.31,3,750.0,975.8,1,7.31,7.31,5520.0,6,36111,9523,7819,0.821,0.63,8,2,5.27,0.172,0.3,0.664,0.7,0.37,8,1.99,9.33,9.3,9.3282,9.26,9.34,9.58,9.58,9.21,9.1,1,10.25,09:40,9.8602,0.3898,12.5,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",9.815,09:42,stop_hit,-1115.78,-1.12,2565,120,10.25,,0.0,0,4.24,9.7248,9.6799,9.62,9.7,9.84,9.4,0.0
VERO,2026-01-16,-9.06779661016949,1.624372,3.23,15,111.4,144.8,8,11.88,37.64,442.0,4,16625860,1322698,3835278,2.9,0.7,7,2,92.24,0.317,0.323,0.488,0.505,1.0,0,55.82,3.56,3.47,4.025,5.66,5.51,6.19,6.35,3.22,3.22,1,3.52,07:03,3.35,0.17,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",3.55,07:03,bearish_engulfing_exit_full,176.46,0.18,5882,0,3.59,07:03,0.41,0,1.11,3.69,3.43,3.54,6.07,6.35,3.42,98.9
VERO,2026-01-16,-9.06779661016949,1.624372,3.23,15,111.4,144.8,8,11.88,37.64,442.0,4,16625860,1322698,3835278,2.9,0.7,7,2,92.24,0.317,0.323,0.488,0.505,1.0,0,55.82,3.56,3.47,4.025,5.66,5.51,6.19,6.35,3.22,3.22,2,3.61,07:04,3.441,0.169,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",3.61,07:05,bearish_engulfing_exit_full,0.0,0.0,5917,60,3.74,07:04,0.77,0,3.48,3.55,3.47,4.025,5.88,6.35,3.42,100.0
VERO,2026-01-16,-9.06779661016949,1.624372,3.23,15,111.4,144.8,8,11.88,37.64,442.0,4,16625860,1322698,3835278,2.9,0.7,7,2,92.24,0.317,0.323,0.488,0.505,1.0,0,55.82,3.56,3.47,4.025,5.66,5.51,6.19,6.35,3.22,3.22,3,3.6,07:14,3.61,0.14,10.5,macd=5.0*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",4.68,07:17,topping_wicky_exit_full,7713.36,7.71,7142,180,4.9,07:17,9.29,180,4.49,4.77,5.11,5.87,5.72,6.35,4.49,60.7
VERO,2026-01-16,-9.06779661016949,1.624372,3.23,15,111.4,144.8,8,11.88,37.64,442.0,4,16625860,1322698,3835278,2.9,0.7,7,2,92.24,0.317,0.323,0.488,0.505,1.0,0,55.82,3.56,3.47,4.025,5.66,5.51,6.19,6.35,3.22,3.22,4,5.89,07:30,5.57,0.32,11.0,macd=5.0*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",5.57,07:31,stop_hit,-1000.0,-1.0,3125,60,5.89,,0.0,0,5.43,5.85,5.85,5.68,5.14,6.35,4.1197,100.0
XWEL,2026-02-27,10.183823529411752,4.314071,1.6101,2,60.0,0.0,2,9.69,16.95,1830.0,2,6144668,1574088,521080,0.331,0.5,8,6,20.41,0.154,0.067,0.512,0.529,0.5,2,11.33,1.7299,1.59,1.49,1.6007,1.6902,1.77,1.77,1.47,1.47,1,1.7797,08:32,1.63,0.1497,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",1.6997,08:32,bearish_engulfing_exit_full,-534.4,-0.53,6680,0,1.7797,,0.0,0,4.5,1.68,1.7,1.5388,1.575,1.76,1.47,0.0
XWEL,2026-02-27,10.183823529411752,4.314071,1.6101,2,60.0,0.0,2,9.69,16.95,1830.0,2,6144668,1574088,521080,0.331,0.5,8,6,20.41,0.154,0.067,0.512,0.529,0.5,2,11.33,1.7299,1.59,1.49,1.6007,1.6902,1.77,1.77,1.47,1.47,2,1.76,08:36,1.68,0.08,11.5,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.05=+0.5,"['bull_struct', 'vol_surge', 'r2g']",1.68,08:38,stop_hit,-999.92,-1.0,12499,120,1.76,,0.0,0,4.55,1.58,1.52,1.53,1.62,1.68,1.47,0.0
XWEL,2026-02-27,10.183823529411752,4.314071,1.6101,2,60.0,0.0,2,9.69,16.95,1830.0,2,6144668,1574088,521080,0.331,0.5,8,6,20.41,0.154,0.067,0.512,0.529,0.5,2,11.33,1.7299,1.59,1.49,1.6007,1.6902,1.77,1.77,1.47,1.47,3,2.02,09:35,1.8625,0.1575,12.5,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",1.9312,09:35,bearish_engulfing_exit_full,-563.79,-0.56,6349,0,2.02,,0.0,0,4.4,2.1399,1.9363,2.0202,1.9,2.2,1.77,100.0
XWEL,2026-02-27,10.183823529411752,4.314071,1.6101,2,60.0,0.0,2,9.69,16.95,1830.0,2,6144668,1574088,521080,0.331,0.5,8,6,20.41,0.154,0.067,0.512,0.529,0.5,2,11.33,1.7299,1.59,1.49,1.6007,1.6902,1.77,1.77,1.47,1.47,4,2.16,09:37,1.9543,0.2057,12.5,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",1.985,09:39,bearish_engulfing_exit_full,-850.68,-0.85,4861,120,2.2,09:37,0.19,0,9.77,1.9363,2.0102,1.905,1.85,2.05,1.77,0.0
XYZ,2026-02-27,16.275444709334312,533.261341,63.22,4,100.0,69.3,0,0.0,0.0,0.0,0,9183872,3319596,747018,0.225,0.53,4,5,9.68,0.359,0.346,0.41,0.394,0.3,3,2.55,65.5658,63.815,63.724,63.35,64.55,67.98,67.98,61.98,61.98,1,64.02,10:21,63.741,0.279,9.3,macd=5.5*0.6;bull_struct=+3;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'r2g', 'whole']",63.89,10:23,bearish_engulfing_exit_full,-121.81,-0.47,937,120,64.12,10:21,0.36,0,0.36,63.9155,64.66,64.575,63.71,64.96,63.12,100.0
XYZ,2026-02-27,16.275444709334312,533.261341,63.22,4,100.0,69.3,0,0.0,0.0,0.0,0,9183872,3319596,747018,0.225,0.53,4,5,9.68,0.359,0.346,0.41,0.394,0.3,3,2.55,65.5658,63.815,63.724,63.35,64.55,67.98,67.98,61.98,61.98,2,64.0508,10:24,63.74,0.3108,6.6,macd=1.0*0.6;bull_struct=+3;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'r2g', 'whole']",63.9155,10:24,bearish_engulfing_exit_full,-126.64,-0.44,936,0,64.0781,10:24,0.09,0,0.25,64.07,64.56,64.89,63.4952,64.96,63.12,100.0
