
[2026-01-06] Fetching 1 symbols (0 already cached)...
  CYCN...     10,155 ticks, up to 04:09:05 ET...
    844,455 ticks, up to 10:33:40 ET...
    855,548 ticks, up to 10:34:53 ET...
    866,456 ticks, up to 10:36:00 ET...
    877,298 ticks, up to 10:37:14 ET...
    888,210 ticks, up to 10:38:16 ET...
    898,764 ticks, up to 10:40:40 ET...
    909,264 ticks, up to 10:43:19 ET...
    921,127 ticks, up to 10:46:05 ET...
    931,404 ticks, up to 10:51:58 ET...
    941,586 ticks, up to 10:59:43 ET...
    951,723 ticks, up to 11:12:15 ET...
    961,825 ticks, up to 11:28:33 ET...
    972,458 ticks, up to 11:44:49 ET...
    982,963 ticks, up to 12:07:29 ET...
    993,141 ticks, up to 12:48:18 ET...
    1,003,479 ticks, up to 13:22:05 ET...
    1,013,937 ticks, up to 14:14:26 ET...
    1,024,287 ticks, up to 15:03:50 ET...
    1,034,428 ticks, up to 15:53:02 ET...
  Saved 1042633 ticks → /Users/duffy/warrior_bot_v2/tick_cache/2026-01-20/SHPH.json.gz
  BTTC...     10,303 ticks, up to 05:13:58 ET...
    20,599 ticks, up to 05:17:18 ET...
    30,946 ticks, up to 05:23:02 ET...
    41,382 ticks, up to 05:26:30 ET...
    51,778 ticks, up to 05:28:50 ET...
    62,740 ticks, up to 05:30:19 ET...
    73,400 ticks, up to 05:32:42 ET...
    83,733 ticks, up to 05:35:48 ET...
    95,678 ticks, up to 05:37:03 ET...
    106,580 ticks, up to 05:39:03 ET...
    117,873 ticks, up to 05:40:01 ET...
    128,956 ticks, up to 05:41:14 ET...
    139,740 ticks, up to 05:43:03 ET...
    150,620 ticks, up to 05:45:09 ET...
    161,021 ticks, up to 05:48:21 ET...
    171,344 ticks, up to 05:52:06 ET...
    181,857 ticks, up to 05:55:52 ET...
    192,416 ticks, up to 06:00:47 ET...
    205,448 ticks, up to 06:01:39 ET...
    216,920 ticks, up to 06:02:33 ET...
    227,469 ticks, up to 06:04:54 ET...
    237,772 ticks, up to 06:08:11 ET...
    248,278 ticks, up to 06:11:10 ET...
    258,748 ticks, up to 06:16:49 ET...
    269,059 ticks, up to 06:25:01 ET...
    279,253 ticks, up to 06:30:19 ET...
    289,447 ticks, up to 06:37:58 ET...
    299,978 ticks, up to 06:42:29 ET...
    310,167 ticks, up to 06:49:56 ET...
    320,931 ticks, up to 06:56:46 ET...
    331,893 ticks, up to 06:59:07 ET...
    342,634 ticks, up to 07:02:29 ET...
    352,780 ticks, up to 07:10:25 ET...
    362,893 ticks, up to 07:15:14 ET...
    373,325 ticks, up to 07:23:05 ET...
    383,395 ticks, up to 07:39:13 ET...
    394,277 ticks, up to 08:00:01 ET...
    407,495 ticks, up to 08:00:12 ET...
    419,380 ticks, up to 08:02:00 ET...
    430,069 ticks, up to 08:11:28 ET...
    441,589 ticks, up to 08:14:53 ET...
    455,207 ticks, up to 08:15:20 ET...
    466,392 ticks, up to 08:15:38 ET...
    477,889 ticks, up to 08:18:39 ET...
    488,517 ticks, up to 08:23:28 ET...
    499,484 ticks, up to 08:27:10 ET...
    509,929 ticks, up to 08:33:43 ET...
    520,178 ticks, up to 08:47:08 ET...
    530,696 ticks, up to 09:13:52 ET...
    540,903 ticks, up to 09:33:00 ET...
    552,665 ticks, up to 09:36:34 ET...
    562,974 ticks, up to 09:40:21 ET...
    573,922 ticks, up to 09:44:32 ET...
    584,116 ticks, up to 09:54:40 ET...
    594,364 ticks, up to 10:08:35 ET...
    604,995 ticks, up to 10:24:37 ET...
    615,298 ticks, up to 10:56:50 ET...
    625,419 ticks, up to 11:34:54 ET...
    635,488 ticks, up to 12:58:21 ET...
    645,588 ticks, up to 15:00:47 ET...
    655,901 ticks, up to 15:57:33 ET...
  Saved 661517 ticks → /Users/duffy/warrior_bot_v2/tick_cache/2026-01-20/BTTC.json.gz
  IVF...   IVF: no ticks
  POLA...     10,152 ticks, up to 04:11:16 ET...
    20,306 ticks, up to 04:30:54 ET...
    30,626 ticks, up to 04:50:05 ET...
    40,737 ticks, up to 05:29:41 ET...
    51,004 ticks, up to 07:20:51 ET...
    63,254 ticks, up to 08:00:13 ET...
    73,423 ticks, up to 08:28:31 ET...
    83,545 ticks, up to 09:37:22 ET...
    93,962 ticks, up to 09:44:17 ET...
    104,453 ticks, up to 09:47:38 ET...
    114,990 ticks, up to 09:52:34 ET...
Error 1100, reqId -1: Connectivity between IBKR and Trader Workstation has been lost.
Error 1100, reqId -1: Connectivity between IBKR and Trader Workstation has been lost.
Error 1100, reqId -1: Connectivity between IBKR and Trader Workstation has been lost.
Error 1100, reqId -1: Connectivity between IBKR and Trader Workstation has been lost.
Error 1100, reqId -1: Connectivity between IBKR and Trader Workstation has been lost.
Error 1100, reqId -1: Connectivity between IBKR and Trader Workstation has been lost.
Error 1100, reqId -1: Connectivity between IBKR and Trader Workstation has been lost.
Error 1100, reqId -1: Connectivity between IBKR and Trader Workstation has been lost.
Error 1100, reqId -1: Connectivity between IBKR and Trader Workstation has been lost.
Error 1100, reqId -1: Connectivity between IBKR and Trader Workstation has been lost.
Error 1100, reqId -1: Connectivity between IBKR and Trader Workstation has been lost.
Error 1100, reqId -1: Connectivity between IBKR and Trader Workstation has been lost.
Error 1100, reqId -1: Connectivity between IBKR and Trader Workstation has been lost.
Error 1100, reqId -1: Connectivity between IBKR and Trader Workstation has been lost.
Error 1100, reqId -1: Connectivity between IBKR and Trader Workstation has been lost.
Peer closed connection.
  Error fetching ticks at 20260120 14:52:48 UTC: Socket disconnect
  Saved 116046 ticks → /Users/duffy/warrior_bot_v2/tick_cache/2026-01-20/POLA.json.gz

[2026-01-21] Fetching 4 symbols (0 already cached)...
  SLGB...   Could not qualify SLGB: Not connected
  SLGB: no ticks
  BOXL...   Could not qualify BOXL: Not connected
  BOXL: no ticks
  LSTA...   Could not qualify LSTA: Not connected
  LSTA: no ticks
  AQMS...   Could not qualify AQMS: Not connected
  AQMS: no ticks

[2026-01-22] Fetching 2 symbols (0 already cached)...
  IOTR...   Could not qualify IOTR: Not connected
  IOTR: no ticks
  SXTP...   Could not qualify SXTP: Not connected
  SXTP: no ticks

[2026-01-23] Fetching 3 symbols (0 already cached)...
  RVYL...   Could not qualify RVYL: Not connected
  RVYL: no ticks
  SLE...   Could not qualify SLE: Not connected
  SLE: no ticks
  BGL...   Could not qualify BGL: Not connected
  BGL: no ticks

[2026-01-26] Fetching 3 symbols (0 already cached)...
  BATL...   Could not qualify BATL: Not connected
  BATL: no ticks
  GXAI...   Could not qualify GXAI: Not connected
  GXAI: no ticks
  ARAI...   Could not qualify ARAI: Not connected
  ARAI: no ticks

[2026-01-27] Fetching 5 symbols (0 already cached)...
  NUWE...   Could not qualify NUWE: Not connected
  NUWE: no ticks
  HIND...   Could not qualify HIND: Not connected
  HIND: no ticks
  CYN...   Could not qualify CYN: Not connected
  CYN: no ticks
  NETG...   Could not qualify NETG: Not connected
  NETG: no ticks
  PHGE...   Could not qualify PHGE: Not connected
  PHGE: no ticks

[2026-01-28] Fetching 2 symbols (0 already cached)...
  MRNO...   Could not qualify MRNO: Not connected
  MRNO: no ticks
  AIMD...   Could not qualify AIMD: Not connected
  AIMD: no ticks

[2026-01-29] Fetching 3 symbols (0 already cached)...
  SER...   Could not qualify SER: Not connected
  SER: no ticks
  DCX...   Could not qualify DCX: Not connected
  DCX: no ticks
  ZSTK...   Could not qualify ZSTK: Not connected
  ZSTK: no ticks

[2026-01-30] Fetching 2 symbols (0 already cached)...
  PMN...   Could not qualify PMN: Not connected
  PMN: no ticks
  VIVS...   Could not qualify VIVS: Not connected
  VIVS: no ticks

[2026-02-02] Fetching 3 symbols (0 already cached)...
  CISS...   Could not qualify CISS: Not connected
  CISS: no ticks
  SWVL...   Could not qualify SWVL: Not connected
  SWVL: no ticks
  IPW...   Could not qualify IPW: Not connected
  IPW: no ticks

[2026-02-03] Fetching 3 symbols (0 already cached)...
  FATN...   Could not qualify FATN: Not connected
  FATN: no ticks
  FIEE...   Could not qualify FIEE: Not connected
  FIEE: no ticks
  NPT...   Could not qualify NPT: Not connected
  NPT: no ticks

[2026-02-04] Fetching 1 symbols (0 already cached)...
  CIGL...   Could not qualify CIGL: Not connected
  CIGL: no ticks

[2026-02-05] Fetching 1 symbols (0 already cached)...
  RNAZ...   Could not qualify RNAZ: Not connected
  RNAZ: no ticks

[2026-02-06] Fetching 1 symbols (0 already cached)...
  FLYE...   Could not qualify FLYE: Not connected
  FLYE: no ticks

[2026-02-10] Fetching 1 symbols (0 already cached)...
  SPOG...   Could not qualify SPOG: Not connected
  SPOG: no ticks

[2026-02-11] Fetching 1 symbols (0 already cached)...
  ELAB...   Could not qualify ELAB: Not connected
  ELAB: no ticks

[2026-02-13] Fetching 1 symbols (0 already cached)...
  RAIN...   Could not qualify RAIN: Not connected
  RAIN: no ticks

[2026-02-17] Fetching 2 symbols (0 already cached)...
  OBAI...   Could not qualify OBAI: Not connected
  OBAI: no ticks
  PLYX...   Could not qualify PLYX: Not connected
  PLYX: no ticks

[2026-02-18] Fetching 1 symbols (0 already cached)...
  BENF...   Could not qualify BENF: Not connected
  BENF: no ticks

[2026-02-19] Fetching 1 symbols (0 already cached)...
  RUBI...   Could not qualify RUBI: Not connected
  RUBI: no ticks

[2026-02-20] Fetching 1 symbols (0 already cached)...
  CDIO...   Could not qualify CDIO: Not connected
  CDIO: no ticks

[2026-02-27] Fetching 1 symbols (0 already cached)...
  KORE...   Could not qualify KORE: Not connected
  KORE: no ticks

[2026-03-02] Fetching 3 symbols (0 already cached)...
  TMDE...   Could not qualify TMDE: Not connected
  TMDE: no ticks
  RBNE...   Could not qualify RBNE: Not connected
  RBNE: no ticks
  RLYB...   Could not qualify RLYB: Not connected
  RLYB: no ticks

[2026-03-04] Fetching 1 symbols (0 already cached)...
  ADVB...   Could not qualify ADVB: Not connected
  ADVB: no ticks

[2026-03-05] Fetching 2 symbols (0 already cached)...
  MTEK...   Could not qualify MTEK: Not connected
  MTEK: no ticks
  GXAI...   Could not qualify GXAI: Not connected
  GXAI: no ticks

[2026-03-06] Fetching 2 symbols (0 already cached)...
  CRE...   Could not qualify CRE: Not connected
  CRE: no ticks
  IBG...   Could not qualify IBG: Not connected
  IBG: no ticks

[2026-03-09] Fetching 1 symbols (0 already cached)...
  AGH...   Could not qualify AGH: Not connected
  AGH: no ticks

[2026-03-10] Fetching 2 symbols (0 already cached)...
  VTAK...   Could not qualify VTAK: Not connected
  VTAK: no ticks
  INKT...   Could not qualify INKT: Not connected
  INKT: no ticks

[2026-03-11] Fetching 1 symbols (0 already cached)...
  SXTP...   Could not qualify SXTP: Not connected
  SXTP: no ticks

[2026-03-12] Fetching 2 symbols (0 already cached)...
  POLA...   Could not qualify POLA: Not connected
  POLA: no ticks
  TLYS...   Could not qualify TLYS: Not connected
  TLYS: no ticks

[2026-03-13] Fetching 1 symbols (0 already cached)...
  EDHL...   Could not qualify EDHL: Not connected
  EDHL: no ticks

[2026-03-18] Fetching 2 symbols (0 already cached)...
  ARTL...   Could not qualify ARTL: Not connected
  ARTL: no ticks
  ZENA...   Could not qualify ZENA: Not connected
  ZENA: no ticks

[2026-03-19] Fetching 4 symbols (0 already cached)...
  CHNR...   Could not qualify CHNR: Not connected
  CHNR: no ticks
  SUNE...   Could not qualify SUNE: Not connected
  SUNE: no ticks
  SER...   Could not qualify SER: Not connected
  SER: no ticks
  DLTH...   Could not qualify DLTH: Not connected
  DLTH: no ticks

[2026-03-23] Fetching 1 symbols (0 already cached)...
  UGRO...   Could not qualify UGRO: Not connected
  UGRO: no ticks

[2026-03-24] Fetching 3 symbols (0 already cached)...
  FEED...   Could not qualify FEED: Not connected
  FEED: no ticks
  ELAB...   Could not qualify ELAB: Not connected
  ELAB: no ticks
  LICN...   Could not qualify LICN: Not connected
  LICN: no ticks

[2026-03-26] Fetching 13 symbols (0 already cached)...
  EEIQ...   Could not qualify EEIQ: Not connected
  EEIQ: no ticks
  FCHL...   Could not qualify FCHL: Not connected
  FCHL: no ticks
  NDLS...   Could not qualify NDLS: Not connected
  NDLS: no ticks
  AIFF...   Could not qualify AIFF: Not connected
  AIFF: no ticks
  FATN...   Could not qualify FATN: Not connected
  FATN: no ticks
  ICU...   Could not qualify ICU: Not connected
  ICU: no ticks
  MKDW...   Could not qualify MKDW: Not connected
  MKDW: no ticks
  NDRA...   Could not qualify NDRA: Not connected
  NDRA: no ticks
  LICN...   Could not qualify LICN: Not connected
  LICN: no ticks
  LPA...   Could not qualify LPA: Not connected
  LPA: no ticks
  YDDL...   Could not qualify YDDL: Not connected
  YDDL: no ticks
  LOVE...   Could not qualify LOVE: Not connected
  LOVE: no ticks
  ASTN...   Could not qualify ASTN: Not connected
  ASTN: no ticks

Done. Fetched ticks for 25 symbol-dates.
[2026-01-06] All 1 symbols already cached, skipping
[2026-01-08] All 1 symbols already cached, skipping
[2026-01-09] All 2 symbols already cached, skipping
[2026-01-12] All 2 symbols already cached, skipping
[2026-01-13] All 3 symbols already cached, skipping
[2026-01-14] All 4 symbols already cached, skipping
[2026-01-15] All 4 symbols already cached, skipping
[2026-01-16] All 5 symbols already cached, skipping
[2026-01-20] All 5 symbols already cached, skipping
[2026-01-21] All 4 symbols already cached, skipping
[2026-01-22] All 2 symbols already cached, skipping
[2026-01-23] All 3 symbols already cached, skipping
[2026-01-26] All 3 symbols already cached, skipping
[2026-01-27] All 5 symbols already cached, skipping
[2026-01-28] All 2 symbols already cached, skipping
[2026-01-29] All 3 symbols already cached, skipping
[2026-01-30] All 2 symbols already cached, skipping
[2026-02-02] All 3 symbols already cached, skipping
[2026-02-03] All 3 symbols already cached, skipping
[2026-02-04] All 1 symbols already cached, skipping
[2026-02-05] All 1 symbols already cached, skipping
[2026-02-06] All 1 symbols already cached, skipping
[2026-02-10] All 1 symbols already cached, skipping
[2026-02-11] All 1 symbols already cached, skipping
[2026-02-13] All 1 symbols already cached, skipping
[2026-02-17] All 2 symbols already cached, skipping
[2026-02-18] All 1 symbols already cached, skipping
[2026-02-19] All 1 symbols already cached, skipping
[2026-02-20] All 1 symbols already cached, skipping
[2026-02-27] All 1 symbols already cached, skipping
[2026-03-02] All 3 symbols already cached, skipping
[2026-03-04] All 1 symbols already cached, skipping
[2026-03-05] All 2 symbols already cached, skipping
[2026-03-06] All 2 symbols already cached, skipping
[2026-03-09] All 1 symbols already cached, skipping
[2026-03-10] All 2 symbols already cached, skipping
[2026-03-11] All 1 symbols already cached, skipping
[2026-03-12] All 2 symbols already cached, skipping
[2026-03-13] All 1 symbols already cached, skipping
[2026-03-18] All 2 symbols already cached, skipping
[2026-03-19] All 4 symbols already cached, skipping
[2026-03-23] All 1 symbols already cached, skipping
[2026-03-24] All 3 symbols already cached, skipping
[2026-03-26] All 13 symbols already cached, skipping

Done. Fetched ticks for 0 symbol-dates.
